,review_content,rating
9868,  This memory card is not durable.. I used it for 6 months then it started having problem.. it crashes the apps in the phone as well as it is not getting formate,2.0 out of 5 stars
9869,  Its advertised as 90 mb/sec read and 20mb/sec write but not its 10mb/sec read and write you can reach the advertised speed only if you have a uhs interface supporting device so check weather your device has uhs interface,3.0 out of 5 stars
9870,  It is having faster speed than SanDisk  loved it adapter is also good u can use it in dslr cameras as well,5.0 out of 5 stars
9871,  It was a magical delivery for me. I placed the order like yeterday and I got it today within 24 hours which was so amazing. The product is superb.As always amazon is the best in everything.,5.0 out of 5 stars
9872,  Good product.Great speed while transferring filesGood quality,5.0 out of 5 stars
9873,"  This product is duplicate, after two years my sd card is not showing in any device. when ever i try to register a product in samsung site, its showing you model number is invalid... Dont buy this....",1.0 out of 5 stars
9874,"  The best price product by samsung. This memory card is looking so pretty, work is also very well. I have not face any problem with this. You can also buy this.",4.0 out of 5 stars
9875,  Very nice product. Must have,5.0 out of 5 stars
9876,"  Well, In this price range & this capacity 'Samsung's Evo Plus' may be the best memory card. Just stay away from shady deals & buyers and buy genuine. I'm happy that I got a genuine hassle less product from this reseller. Bravo",4.0 out of 5 stars
9877,  I have received fake 64 gb memory card that in replace of 128 gb. That to the memory card is not working ...Waste of money u spend.Better u go for sand disk.,1.0 out of 5 stars
9878,  Good product and nice speed and easy to use.,5.0 out of 5 stars
9879,"  I bought it for Rs 619 ,it's has amazing speed when transferring to system and back to card ,hence it's worth to buy Evo plusYes the write speed is 20 mb/s n read speed  is above 90 mb/s ,one of the best class 10 cards by Samsung",5.0 out of 5 stars
9880,  Loved the SD Card Adapter that came with the Micro SD Card...Functioning properly.  Thanks.,5.0 out of 5 stars
9881,  It's great must buy,5.0 out of 5 stars
9882,"  I don't understand the colouring on memory card Samsung use, last time when I ordered this it was Orange one and this one is Red. Though the quality of this one looks good. In terms of space the available memory is 59gb which I think is normal.",4.0 out of 5 stars
9883,"  Delivery on time, no defect, aswome product. Only problem is that its capacity only 59 gb not 64.",5.0 out of 5 stars
9884,  Good product,4.0 out of 5 stars
9885,  When it comes to speed and reliability Samsung EVO series are the best and unbeatable.,5.0 out of 5 stars
9886,  I think it's a good product with decent price.. Gives speed up to 86 Mbps.,5.0 out of 5 stars
9887,  I got the faulty item. The files copied is corrupted within minutes.It's look like the duplicate item. I booked for replacement. Let's wait for the item.,1.0 out of 5 stars
9888,  Value for money,5.0 out of 5 stars
9889,  Good,5.0 out of 5 stars
9890,  Cost justified. I have no words more than that. But delivery is very fast. Thanks amazon for delivering. Packaging is good. And also thank samsung  for ssd adapter with sd card. Its very much useful.,5.0 out of 5 stars
9891,"  After one year I make this review , and still now I m happy with it performance",4.0 out of 5 stars
9892,"  I received today and insert in my phone, it works very good and storage is also as per order.Thank u amazon",5.0 out of 5 stars
9893,  Mentioned speed not match. average product.I thing not good.better samsung pro plus uhs-3.speed 70 mb/s avobe.,3.0 out of 5 stars
9894,  This Product cost high in Amazon... It only provide write speed of upto 20mb Where in amazon they say it will be 100mb write speed. I suggest donot buy this cheap one By giving high price,1.0 out of 5 stars
9895,  Good,5.0 out of 5 stars
9896,  Good quality.DATA TRANSFER Speed is good.BEST VALUE FOR MONEY.BEST FOR SPACE. I BUY IT AGAIN.,5.0 out of 5 stars
9897,  Good product,4.0 out of 5 stars
9898,  Good one,5.0 out of 5 stars
9899,  Received 32 gb card instead of 128.GB but now happy after replacement got the same product ... Quality is totally awesome and delivery is too fast,5.0 out of 5 stars
9900,  This is new recently launched model. Product is good.,5.0 out of 5 stars
9901,  Not even completion of one year the SD card corrupted.Even I tried to format it. It worked for an hour and again shows that it was corrupted. Totally unsatisfied with the product.,1.0 out of 5 stars
9902,  Good product .You can trust samsung . Value for money .I liked it .,4.0 out of 5 stars
9903,  Value for money. Product details are mentioned very clearefully. Delivery in commited time.,5.0 out of 5 stars
9904,  Genuine product at very effective price along adapter inside. I recommend to everyone to format this card once or twice before using it.Otherwise after 2-3 months it may require reformat which will cause your data in danger.,5.0 out of 5 stars
9905,  Very good,5.0 out of 5 stars
9906,  Very happy with the product. Transfer rate is excellent.,5.0 out of 5 stars
9907,  It's an original product so you can buy it,5.0 out of 5 stars
9908,  Adapter is not so good but the memory card is awesome,5.0 out of 5 stars
9909,  I buy when there is sale in amazon i get 250 off on these memory cardThanks amazon,5.0 out of 5 stars
9910,  This is highly priced but it was delivered in 1 day so im happy about itI dont take sandisk becoz its pretty averageThe transfer speed is good,5.0 out of 5 stars
9911,  बहुत अच्छा है,5.0 out of 5 stars
9912,  I found the SD card working perfectly well. I have been using it since 2 years. no complain,5.0 out of 5 stars
9913,  Working fine in my Samsung Galaxy on 7,5.0 out of 5 stars
9914,"  San disk is always good. I am using it in my gopro, mobile and other cameras. Works perfectly.",4.0 out of 5 stars
9915,  Storage only 59 gb not 64 gb as claimed.,5.0 out of 5 stars
9916,  Super storage device. Doesn't get corrupt easily. Also included SD card for using in Digicam and DSLR. Good choice for everyone. Serves all purpose,5.0 out of 5 stars
9917,  I found it seal opened (photo attached) and when I use it on my pc I found lot of folders and files. Someone used this SD card and sell it on Amazon.,1.0 out of 5 stars
9918,  Best  For Images And Videos Storage.Valuable For Money.Hard Build Quality.Performance Is Very Good.Nice Looking With Red And Black Print.,5.0 out of 5 stars
9919,  Value for money.,5.0 out of 5 stars
9920,"  Class -10 , geade -1 and uhs-1  sd cardIt's hang free super speed memory card for mobiles, handy cams and action cams.",5.0 out of 5 stars
9921,  Product meets the specifications given. Recommend.,4.0 out of 5 stars
9922,  Value for money,5.0 out of 5 stars
9923,  Better than sandisk. Superfast data transfer..,5.0 out of 5 stars
9924,"   Transfer speed is up to the mark as mentioned here,  i am showing the speed this card tested under in pc.Write speed is about 17mb/s and read speed about 20mb/s",3.0 out of 5 stars
9925,  Absolutely amazing got the product delivered on time and at a reasonable discounted price. The memory capacity is surplus and transfer speeds are very respectable. Must go for one!!!,5.0 out of 5 stars
9926,  This was my second time........as a customer of memory card by Amazon.....Thank you so muchThis was a nice collection......,5.0 out of 5 stars
9927,  They talk about 128 gb but actual storage is 119 gb. I found that remaining 9 gb is not even occupied by system settings.,3.0 out of 5 stars
9928,  Very Nice Product. And really it's a branded one. Quality is good and delivered to my place within time. I like this punctuality.,5.0 out of 5 stars
9929,  The product is awesome. Very high speed SD card for mobiles. Only problem is that out of 32 GB you will get 29.83 GB for storage. Rest all fine,5.0 out of 5 stars
9930,"  I am using for Mi CCTV  , memory card is working good",5.0 out of 5 stars
9931,  Same as in picture and also the delivery was really fast!!! Always received the best products from amazon 👍🏻,5.0 out of 5 stars
9932,  Value for money and branded.... So far performing well,5.0 out of 5 stars
9933,  Value for money,4.0 out of 5 stars
9934,"  The card is pretty good and is a all rounder, avoid the bad reviews. But it feels that it is a little bit over priced.",4.0 out of 5 stars
9935,  Good,5.0 out of 5 stars
9936,  Samsung and 128 gb and evo. What else do i need to say?It’s super good. Better than the Sandisk One .,5.0 out of 5 stars
9937,"  Would buy again for this price, or if the price comes down, the 256 GB model.",5.0 out of 5 stars
9938,  2 days after purchasing the SD card It stopped working and showing SD CARD NOT INSERTED. and after 2 days I checked for exchange or return the SD card but exchange or return has only 1or2 days time after purchasing.,1.0 out of 5 stars
